order_id,customer_id,city,gender,age,device_type,traffic_source,experiment_group,converted,order_value,num_items,session_time_min,delivery_time_days,customer_rating,discount_applied,payment_method,return_flag
ORD00540,CUST01854,Chennai,Female,48,Desktop,Referral,B_Variant,1,3768,4,16.17,4.8,3.4,0,Credit Card,0
ORD00541,CUST02839,Hyderabad,Male,32,Mobile,Social Media,A_Control,0,2955,3,7.26,3.7,3.6,1,Debit Card,0
ORD00542,CUST01151,Bengaluru,Female,37,Mobile,Organic,A_Control,0,4358,2,8.49,3.1,4.6,1,UPI,0
ORD00543,CUST03465,Bengaluru,Female,22,Mobile,Social Media,A_Control,0,3333,4,11.42,4.9,4.4,1,Credit Card,0
ORD00544,CUST01932,Delhi,Female,24,Mobile,Organic,A_Control,0,3641,5,7.98,4.8,4.3,1,COD,0
ORD00545,CUST01013,Mumbai,Male,35,Mobile,Email,B_Variant,0,3271,1,8.11,4.7,5.0,1,UPI,0
ORD00546,CUST01665,Bengaluru,Male,28,Desktop,Organic,A_Control,1,3067,1,10.59,4.5,4.5,1,UPI,0
ORD00547,CUST01082,Delhi,Female,49,Mobile,Email,A_Control,0,3292,2,9.11,4.8,4.2,1,Net Banking,0
ORD00548,CUST00634,Hyderabad,Female,44,Mobile,Email,A_Control,0,2160,4,9.76,5.6,5.0,1,Credit Card,1
ORD00549,CUST00513,Bengaluru,Female,43,Desktop,Email,A_Control,0,4724,6,16.33,4.8,4.6,1,Net Banking,0
ORD00550,CUST02850,Bengaluru,Female,54,Mobile,Social Media,B_Variant,0,4931,5,5.23,4.4,4.0,1,Credit Card,0
ORD00551,CUST01120,Delhi,Male,45,Desktop,Email,B_Variant,0,5031,1,7.73,3.5,3.8,1,UPI,0
ORD00552,CUST01142,Mumbai,Male,19,Mobile,Organic,A_Control,1,2624,5,7.72,6.4,3.1,0,UPI,0
ORD00553,CUST00560,Mumbai,Male,37,Mobile,Google Ads,B_Variant,0,2875,5,5.95,2.6,4.4,1,Debit Card,0
ORD00554,CUST00488,Delhi,Male,21,Desktop,Email,A_Control,0,1654,4,8.92,4.0,3.5,0,Credit Card,0
ORD00555,CUST03309,Mumbai,Female,30,Mobile,Organic,B_Variant,0,3976,4,7.85,3.5,3.6,0,Credit Card,0
ORD00556,CUST00897,Bengaluru,Male,41,Desktop,Google Ads,A_Control,0,4113,5,17.75,1.6,3.8,1,COD,0
ORD00557,CUST03344,Hyderabad,Male,55,Mobile,Google Ads,A_Control,0,4256,5,9.45,4.8,4.6,0,Credit Card,0
ORD00558,CUST01213,Hyderabad,Female,57,Mobile,Google Ads,B_Variant,0,3125,5,5.44,4.0,3.7,1,Debit Card,1
ORD00559,CUST00704,Bengaluru,Male,46,Desktop,Email,B_Variant,1,4230,1,6.83,4.3,4.8,0,Debit Card,1
ORD00560,CUST01471,Mumbai,Female,53,Desktop,Social Media,A_Control,0,3662,4,10.55,4.0,4.3,1,UPI,0
ORD00561,CUST00581,Hyderabad,Female,19,Mobile,Google Ads,B_Variant,0,3531,5,7.17,5.4,4.0,0,Credit Card,0
ORD00562,CUST02838,Hyderabad,Female,58,Desktop,Email,B_Variant,0,4022,1,14.38,5.6,3.7,1,COD,0
ORD00563,CUST02909,Mumbai,Male,35,Mobile,Google Ads,A_Control,0,2292,1,10.71,2.6,4.4,0,Debit Card,0
ORD00564,CUST02295,Chennai,Male,25,Mobile,Email,A_Control,0,2296,4,8.56,6.9,3.4,1,UPI,0
ORD00565,CUST03148,Delhi,Male,32,Mobile,Organic,A_Control,0,1781,2,14.37,3.9,3.9,1,UPI,1
ORD00566,CUST00154,Chennai,Male,58,Mobile,Social Media,B_Variant,0,2502,2,11.41,5.2,4.4,1,UPI,0
ORD00567,CUST01680,Hyderabad,Male,34,Desktop,Organic,B_Variant,0,2138,2,17.33,4.6,4.7,0,Debit Card,0
ORD00568,CUST00997,Mumbai,Female,40,Mobile,Organic,B_Variant,0,3265,1,5.19,4.5,3.8,0,UPI,0
ORD00569,CUST03158,Hyderabad,Male,19,Mobile,Email,B_Variant,1,2267,6,7.56,5.1,4.1,0,UPI,0
ORD00570,CUST02745,Bengaluru,Female,23,Desktop,Google Ads,B_Variant,0,3624,5,14.44,6.3,4.7,0,Credit Card,1
ORD00571,CUST03357,Hyderabad,Male,46,Mobile,Referral,A_Control,0,3169,2,5.53,5.5,4.0,0,Credit Card,0
ORD00572,CUST01244,Delhi,Female,44,Mobile,Social Media,A_Control,0,3536,1,11.88,3.9,4.3,1,Debit Card,1
ORD00573,CUST01093,Chennai,Female,54,Mobile,Organic,A_Control,0,3599,2,5.08,4.2,4.2,0,Net Banking,0
ORD00574,CUST03119,Mumbai,Male,51,Mobile,Social Media,B_Variant,0,2875,2,6.09,3.5,5.0,1,UPI,0
ORD00575,CUST01009,Delhi,Male,35,Desktop,Google Ads,B_Variant,0,3069,1,12.73,5.4,5.0,0,UPI,0
ORD00576,CUST02142,Mumbai,Female,59,Mobile,Organic,A_Control,0,4986,5,10.23,5.2,4.0,0,Net Banking,0
ORD00577,CUST01774,Hyderabad,Female,27,Mobile,Referral,A_Control,0,2826,5,5.59,3.8,4.9,0,Net Banking,0
ORD00578,CUST00958,Chennai,Female,55,Desktop,Google Ads,B_Variant,1,3722,5,7.9,6.3,4.0,1,Net Banking,0
ORD00579,CUST03060,Hyderabad,Male,34,Mobile,Social Media,A_Control,0,3041,5,11.26,5.9,3.8,0,UPI,1
ORD00580,CUST00453,Hyderabad,Male,30,Mobile,Organic,B_Variant,0,3217,4,6.67,7.0,4.3,0,UPI,0
ORD00581,CUST01228,Mumbai,Female,59,Desktop,Social Media,A_Control,0,4297,3,11.94,3.1,4.0,1,Credit Card,0
ORD00582,CUST02960,Delhi,Female,44,Mobile,Google Ads,B_Variant,0,4057,7,5.74,4.1,3.8,1,Net Banking,0
ORD00583,CUST02266,Mumbai,Male,19,Mobile,Organic,B_Variant,0,3129,4,13.15,4.0,3.4,0,UPI,1
ORD00584,CUST02522,Mumbai,Female,51,Mobile,Referral,A_Control,0,4319,3,6.03,8.2,4.1,0,COD,0
ORD00585,CUST02480,Mumbai,Male,48,Mobile,Google Ads,B_Variant,0,3815,4,7.63,4.3,4.7,0,UPI,0
ORD00586,CUST02389,Delhi,Male,40,Mobile,Social Media,A_Control,0,2546,1,6.66,6.2,4.2,1,UPI,0
ORD00587,CUST00551,Delhi,Male,24,Mobile,Social Media,A_Control,0,2048,7,4.3,5.9,4.0,1,UPI,0
ORD00588,CUST01636,Mumbai,Male,55,Desktop,Social Media,A_Control,0,3513,1,6.99,4.2,5.0,1,UPI,0
ORD00589,CUST01313,Mumbai,Female,50,Mobile,Social Media,B_Variant,0,4831,3,4.1,4.4,5.0,0,Net Banking,0
ORD00590,CUST03326,Mumbai,Male,29,Mobile,Organic,A_Control,1,2972,1,10.87,5.1,4.4,0,Credit Card,0
ORD00591,CUST01758,Hyderabad,Male,29,Desktop,Google Ads,A_Control,0,2861,5,11.7,6.2,4.9,0,UPI,0
ORD00592,CUST00357,Chennai,Female,36,Mobile,Referral,B_Variant,0,1770,7,15.45,4.0,3.9,1,UPI,0
ORD00593,CUST02071,Hyderabad,Female,26,Desktop,Email,A_Control,0,3016,2,14.01,3.5,4.0,1,Credit Card,0
ORD00594,CUST01786,Delhi,Female,27,Mobile,Google Ads,A_Control,0,3177,5,5.42,5.7,4.4,1,UPI,0
ORD00595,CUST02570,Delhi,Female,34,Mobile,Organic,A_Control,0,1696,2,12.6,2.6,3.8,0,UPI,0
ORD00596,CUST01782,Chennai,Male,57,Tablet,Email,B_Variant,0,3350,1,11.17,4.7,2.3,1,UPI,0
ORD00597,CUST03172,Delhi,Female,56,Mobile,Referral,B_Variant,0,2859,2,9.15,5.9,3.6,0,UPI,0
ORD00598,CUST02850,Delhi,Female,58,Tablet,Referral,A_Control,0,3465,2,4.66,4.9,2.9,1,COD,0
ORD00599,CUST03252,Mumbai,Female,27,Mobile,Email,B_Variant,0,3922,3,13.23,3.4,3.9,0,Credit Card,0
ORD00600,CUST03295,Mumbai,Male,29,Mobile,Google Ads,A_Control,0,3169,5,7.78,2.8,3.8,0,Debit Card,0
ORD00601,CUST02810,Delhi,Male,32,Mobile,Referral,B_Variant,0,2681,1,6.71,6.1,3.5,1,Debit Card,0
ORD00602,CUST02490,Delhi,Female,48,Mobile,Email,A_Control,0,3330,1,11.43,4.0,3.2,1,Net Banking,0
ORD00603,CUST01632,Chennai,Male,32,Desktop,Organic,A_Control,0,2299,1,4.36,2.9,3.0,1,UPI,0
ORD00604,CUST02817,Mumbai,Female,45,Desktop,Organic,B_Variant,0,3872,2,8.79,6.0,3.7,1,Credit Card,0
ORD00605,CUST01016,Mumbai,Female,21,Desktop,Organic,A_Control,1,2455,2,13.91,5.5,3.9,1,UPI,0
ORD00606,CUST01349,Chennai,Female,53,Mobile,Social Media,A_Control,0,4050,1,5.66,2.7,3.5,1,Credit Card,0
ORD00607,CUST00516,Mumbai,Female,18,Mobile,Google Ads,B_Variant,0,2411,2,1.0,8.1,4.3,0,UPI,0
ORD00608,CUST03088,Delhi,Female,51,Desktop,Google Ads,B_Variant,0,2689,5,13.71,3.5,4.2,0,UPI,0
ORD00609,CUST02840,Hyderabad,Male,34,Mobile,Google Ads,A_Control,0,3395,1,6.42,5.5,3.3,0,Debit Card,0
ORD00610,CUST00336,Mumbai,Male,56,Desktop,Organic,B_Variant,1,3488,5,14.16,7.3,3.6,0,UPI,0
ORD00611,CUST01783,Mumbai,Female,55,Desktop,Google Ads,B_Variant,1,4067,3,9.23,5.6,5.0,0,Net Banking,0
ORD00612,CUST02306,Bengaluru,Male,50,Mobile,Email,A_Control,0,4293,4,5.67,4.7,4.8,1,UPI,0
ORD00613,CUST00497,Delhi,Male,38,Desktop,Google Ads,B_Variant,1,2668,5,15.93,2.2,3.3,0,Debit Card,0
ORD00614,CUST00896,Bengaluru,Male,43,Desktop,Referral,B_Variant,0,3807,2,15.9,7.4,3.5,0,Debit Card,0
ORD00615,CUST02208,Chennai,Female,53,Desktop,Email,B_Variant,0,3764,7,22.01,5.6,3.4,1,UPI,0
ORD00616,CUST00852,Mumbai,Male,22,Mobile,Referral,A_Control,0,3886,1,4.17,2.2,3.9,1,COD,1
ORD00617,CUST01688,Bengaluru,Female,50,Mobile,Social Media,A_Control,0,3893,3,1.0,6.6,4.7,1,UPI,0
ORD00618,CUST01932,Bengaluru,Male,18,Mobile,Google Ads,A_Control,0,2822,2,11.71,4.4,2.9,1,COD,0
ORD00619,CUST02738,Mumbai,Male,23,Mobile,Organic,A_Control,0,3263,2,5.43,3.9,3.5,0,UPI,0
ORD00620,CUST02428,Bengaluru,Female,54,Mobile,Google Ads,A_Control,0,4425,2,13.27,3.4,5.0,0,Debit Card,0
ORD00621,CUST01569,Delhi,Male,19,Desktop,Referral,A_Control,1,2543,6,8.19,4.6,3.8,0,UPI,1
ORD00622,CUST00957,Bengaluru,Female,22,Desktop,Organic,A_Control,0,4456,2,15.12,5.5,4.3,0,Credit Card,0
ORD00623,CUST02739,Mumbai,Female,43,Mobile,Social Media,A_Control,0,2716,4,11.14,3.6,3.8,1,Credit Card,0
ORD00624,CUST03499,Delhi,Female,58,Mobile,Email,A_Control,0,3047,7,8.34,4.5,4.3,1,Credit Card,0
ORD00625,CUST01637,Delhi,Male,30,Tablet,Referral,A_Control,0,1897,3,8.37,9.4,2.7,1,UPI,1
ORD00626,CUST01292,Chennai,Female,29,Mobile,Email,A_Control,0,3496,2,11.84,5.0,3.4,0,Debit Card,0
ORD00627,CUST01441,Mumbai,Female,22,Desktop,Social Media,B_Variant,0,3509,7,19.26,5.7,2.9,1,Net Banking,0
ORD00628,CUST01192,Delhi,Female,19,Tablet,Organic,A_Control,0,2103,5,5.82,2.9,3.8,0,UPI,0
ORD00629,CUST01067,Delhi,Male,21,Desktop,Social Media,B_Variant,0,2601,6,16.23,2.3,3.5,1,Credit Card,0
ORD00630,CUST00285,Chennai,Female,44,Tablet,Google Ads,B_Variant,0,3133,2,1.66,6.5,2.7,0,Credit Card,0
ORD00631,CUST02445,Bengaluru,Female,27,Desktop,Email,B_Variant,1,2299,4,6.35,6.1,4.9,1,Credit Card,0
ORD00632,CUST00012,Bengaluru,Female,30,Mobile,Organic,B_Variant,0,3813,1,12.02,6.9,4.7,0,UPI,1
ORD00633,CUST01631,Chennai,Male,19,Mobile,Google Ads,A_Control,0,1518,5,11.59,4.2,4.3,0,Net Banking,0
ORD00634,CUST03374,Hyderabad,Male,43,Mobile,Referral,A_Control,0,3449,6,11.48,6.2,3.0,0,Net Banking,0
ORD00635,CUST03325,Delhi,Male,32,Mobile,Organic,A_Control,0,2262,2,7.75,1.0,3.2,0,Credit Card,1
ORD00636,CUST02547,Bengaluru,Male,27,Desktop,Email,A_Control,0,3456,1,11.15,5.1,5.0,0,Debit Card,0
ORD00637,CUST00754,Chennai,Male,39,Mobile,Email,A_Control,0,3502,1,4.31,5.8,4.2,0,COD,0
ORD00638,CUST02083,Hyderabad,Male,57,Desktop,Email,B_Variant,0,3960,3,12.11,3.3,4.7,1,COD,0
ORD00639,CUST02775,Hyderabad,Female,42,Mobile,Google Ads,A_Control,0,3604,2,6.54,5.9,3.8,0,Debit Card,0
ORD00640,CUST02897,Delhi,Male,32,Mobile,Google Ads,B_Variant,0,2901,3,9.02,4.0,3.7,0,Credit Card,0
ORD00641,CUST00090,Mumbai,Female,30,Tablet,Email,B_Variant,0,2500,2,8.76,4.2,4.5,0,Credit Card,0
ORD00642,CUST00776,Bengaluru,Male,25,Mobile,Email,B_Variant,0,3012,6,3.98,3.9,3.5,0,Credit Card,0
ORD00643,CUST02653,Chennai,Male,38,Desktop,Organic,A_Control,0,2564,2,10.48,6.7,3.8,0,Credit Card,0
ORD00644,CUST03018,Bengaluru,Male,38,Desktop,Organic,B_Variant,0,3421,3,12.1,3.6,5.0,0,Debit Card,0
ORD00645,CUST01626,Bengaluru,Male,39,Mobile,Google Ads,A_Control,0,2705,2,6.64,3.4,4.1,1,COD,1
ORD00646,CUST03070,Chennai,Female,50,Mobile,Referral,A_Control,0,3561,1,7.73,3.0,2.7,0,UPI,0
ORD00647,CUST00418,Delhi,Female,44,Mobile,Google Ads,B_Variant,0,2841,3,11.2,3.7,4.0,1,UPI,0
ORD00648,CUST00115,Hyderabad,Male,57,Desktop,Google Ads,A_Control,1,4303,4,7.61,4.6,3.4,0,UPI,0
ORD00649,CUST00617,Delhi,Male,39,Desktop,Social Media,A_Control,0,3214,7,14.28,5.3,3.7,0,Net Banking,0
ORD00650,CUST03268,Delhi,Male,47,Mobile,Google Ads,B_Variant,1,3913,1,9.34,3.2,4.5,0,Credit Card,0
ORD00651,CUST00826,Delhi,Female,26,Desktop,Referral,A_Control,0,3675,5,15.94,4.9,4.1,0,Credit Card,0
ORD00652,CUST01650,Chennai,Female,52,Mobile,Google Ads,B_Variant,0,4597,2,4.99,5.2,3.4,0,Credit Card,0
ORD00653,CUST01517,Mumbai,Male,35,Desktop,Google Ads,B_Variant,0,3334,5,13.02,2.9,4.6,1,Net Banking,0
ORD00654,CUST03147,Mumbai,Female,59,Desktop,Organic,A_Control,0,3891,2,18.86,4.4,3.1,0,Credit Card,0
ORD00655,CUST00413,Hyderabad,Female,22,Desktop,Organic,B_Variant,0,2578,1,11.6,4.2,4.0,0,Debit Card,0
ORD00656,CUST03448,Mumbai,Male,44,Desktop,Google Ads,B_Variant,0,4348,3,13.93,4.4,3.9,0,UPI,0
ORD00657,CUST03492,Bengaluru,Male,23,Mobile,Organic,A_Control,0,2433,6,7.11,3.5,2.9,1,Debit Card,0
ORD00658,CUST00729,Bengaluru,Female,49,Tablet,Organic,A_Control,0,3648,1,7.31,4.1,3.6,0,UPI,0
ORD00659,CUST03349,Bengaluru,Female,25,Mobile,Email,B_Variant,0,3717,1,5.24,4.3,4.3,0,Net Banking,0
ORD00660,CUST03069,Bengaluru,Female,56,Desktop,Google Ads,B_Variant,0,4258,5,14.0,7.1,4.7,0,Debit Card,0
ORD00661,CUST02809,Mumbai,Female,38,Mobile,Referral,B_Variant,0,4181,4,11.42,4.4,4.1,0,UPI,0
ORD00662,CUST00676,Bengaluru,Male,35,Tablet,Social Media,A_Control,0,2722,5,4.36,6.3,4.1,0,UPI,1
ORD00663,CUST03466,Delhi,Female,31,Desktop,Google Ads,A_Control,1,3185,1,15.18,6.4,4.3,0,UPI,0
ORD00664,CUST01893,Bengaluru,Female,32,Desktop,Google Ads,B_Variant,0,3638,6,14.03,2.3,4.5,1,UPI,0
ORD00665,CUST02505,Mumbai,Male,59,Mobile,Organic,A_Control,0,3182,2,10.96,3.9,4.7,1,Debit Card,0
ORD00666,CUST02968,Bengaluru,Female,43,Desktop,Google Ads,B_Variant,1,4552,6,10.75,6.4,4.6,0,COD,0
ORD00667,CUST02240,Mumbai,Female,49,Desktop,Organic,B_Variant,0,3820,1,8.05,4.6,3.7,1,Debit Card,0
ORD00668,CUST02787,Delhi,Male,56,Desktop,Google Ads,A_Control,1,3470,5,9.27,4.1,4.2,1,UPI,0
ORD00669,CUST01123,Mumbai,Male,45,Mobile,Social Media,B_Variant,0,2980,4,4.4,5.4,4.7,0,Credit Card,0
ORD00670,CUST01572,Mumbai,Male,56,Mobile,Social Media,A_Control,0,3528,3,9.41,5.9,4.9,1,Net Banking,0
ORD00671,CUST00978,Chennai,Female,49,Mobile,Google Ads,B_Variant,0,2662,1,5.9,4.3,3.4,1,COD,1
ORD00672,CUST01009,Delhi,Male,30,Mobile,Organic,A_Control,0,3418,4,5.48,3.9,3.6,0,UPI,0
ORD00673,CUST02144,Hyderabad,Female,32,Mobile,Email,A_Control,0,3670,3,12.19,1.0,4.4,0,Credit Card,0
ORD00674,CUST01688,Hyderabad,Female,35,Mobile,Google Ads,B_Variant,0,4133,4,14.63,4.4,4.4,0,Credit Card,0
ORD00675,CUST02711,Bengaluru,Male,56,Mobile,Email,B_Variant,0,4310,4,10.81,3.7,4.0,0,Credit Card,0
ORD00676,CUST03262,Mumbai,Female,23,Mobile,Social Media,A_Control,0,3021,2,4.72,2.8,3.7,0,Credit Card,0
ORD00677,CUST00037,Delhi,Female,28,Mobile,Referral,A_Control,0,2869,1,13.29,4.0,3.5,0,Credit Card,0
ORD00678,CUST03441,Chennai,Male,49,Tablet,Google Ads,A_Control,0,3269,6,3.32,3.7,3.7,1,UPI,0
ORD00679,CUST01549,Delhi,Male,57,Mobile,Referral,A_Control,0,3696,6,7.09,4.6,3.3,1,UPI,0
ORD00680,CUST02327,Mumbai,Female,37,Mobile,Social Media,B_Variant,0,3470,1,8.16,3.9,4.4,1,Credit Card,0
ORD00681,CUST02265,Bengaluru,Female,50,Mobile,Social Media,A_Control,0,4043,3,13.77,5.0,3.3,1,Net Banking,0
ORD00682,CUST02915,Chennai,Male,57,Desktop,Organic,B_Variant,0,3878,1,12.8,4.6,3.2,0,UPI,0
ORD00683,CUST00873,Chennai,Male,25,Tablet,Google Ads,B_Variant,1,2116,5,6.61,6.2,3.8,0,Debit Card,0
ORD00684,CUST01822,Mumbai,Male,52,Mobile,Referral,B_Variant,0,4458,1,5.17,3.5,3.5,0,UPI,0
ORD00685,CUST01297,Chennai,Female,22,Mobile,Social Media,B_Variant,0,2709,8,11.01,7.0,3.4,0,Credit Card,0
ORD00686,CUST02110,Mumbai,Male,52,Tablet,Google Ads,A_Control,0,3429,3,6.4,5.9,4.0,1,COD,0
ORD00687,CUST00596,Mumbai,Male,31,Mobile,Google Ads,A_Control,0,2654,1,8.65,6.5,5.0,0,Debit Card,0
ORD00688,CUST01904,Hyderabad,Female,38,Mobile,Google Ads,B_Variant,0,3107,5,3.89,4.7,3.1,0,Debit Card,0
ORD00689,CUST00729,Mumbai,Male,41,Mobile,Social Media,B_Variant,0,3677,4,9.71,3.9,4.2,0,Debit Card,0
ORD00690,CUST01366,Delhi,Female,34,Mobile,Social Media,A_Control,0,3074,4,9.47,3.5,3.2,1,UPI,0
ORD00691,CUST00397,Mumbai,Male,35,Tablet,Organic,B_Variant,1,3735,2,4.28,6.9,3.5,1,Debit Card,0
ORD00692,CUST00699,Hyderabad,Female,51,Mobile,Organic,B_Variant,0,3269,2,11.09,5.9,3.4,0,Credit Card,0
ORD00693,CUST03091,Chennai,Male,29,Tablet,Organic,B_Variant,0,2400,6,9.66,2.8,3.6,0,Net Banking,0
ORD00694,CUST02225,Bengaluru,Female,33,Tablet,Organic,B_Variant,0,3003,3,10.22,5.8,5.0,0,Credit Card,0
ORD00695,CUST01636,Chennai,Female,21,Mobile,Google Ads,B_Variant,0,2911,1,6.86,3.1,4.4,0,Debit Card,0
ORD00696,CUST00396,Mumbai,Male,42,Mobile,Google Ads,B_Variant,0,3240,2,8.54,4.8,3.8,0,Net Banking,0
ORD00697,CUST02493,Delhi,Male,51,Mobile,Google Ads,A_Control,0,4372,3,8.19,5.5,3.6,0,Net Banking,0
ORD00698,CUST03305,Delhi,Male,45,Mobile,Referral,B_Variant,1,3698,1,7.56,6.5,4.2,1,Credit Card,0
ORD00699,CUST00076,Mumbai,Male,28,Mobile,Social Media,A_Control,0,3101,1,8.51,4.7,4.1,1,UPI,0
ORD00700,CUST00265,Bengaluru,Female,30,Mobile,Referral,A_Control,0,4435,1,11.77,4.1,3.9,0,Net Banking,0
ORD00701,CUST02503,Hyderabad,Female,48,Mobile,Organic,B_Variant,0,3693,3,11.22,4.4,4.3,1,UPI,0
ORD00702,CUST01820,Mumbai,Male,42,Tablet,Email,B_Variant,0,4005,2,4.45,5.9,5.0,1,UPI,0
ORD00703,CUST00718,Delhi,Female,56,Mobile,Social Media,B_Variant,0,3333,2,10.96,5.5,4.4,0,UPI,0
ORD00704,CUST02783,Mumbai,Female,27,Desktop,Organic,A_Control,0,3602,1,7.82,4.3,4.9,0,UPI,0
ORD00705,CUST03456,Mumbai,Female,41,Desktop,Google Ads,A_Control,0,3977,4,8.2,1.5,4.0,0,Debit Card,0
ORD00706,CUST00851,Hyderabad,Male,18,Mobile,Social Media,A_Control,0,1473,4,9.53,1.0,3.3,0,COD,0
ORD00707,CUST01391,Delhi,Male,42,Mobile,Referral,A_Control,0,4104,5,9.48,4.6,2.6,1,UPI,1
ORD00708,CUST00144,Delhi,Male,45,Mobile,Google Ads,B_Variant,1,2579,4,5.45,2.5,2.6,0,Net Banking,0
ORD00709,CUST00885,Chennai,Female,53,Mobile,Google Ads,A_Control,0,2596,4,6.85,3.5,3.6,1,UPI,1
ORD00710,CUST03141,Mumbai,Male,35,Mobile,Social Media,A_Control,0,1516,3,10.25,4.0,4.4,1,Debit Card,0
ORD00711,CUST03171,Bengaluru,Male,23,Mobile,Referral,A_Control,0,3509,3,6.51,7.4,4.8,0,Debit Card,0
ORD00712,CUST00396,Delhi,Male,19,Mobile,Social Media,B_Variant,1,1639,2,10.93,4.5,3.9,0,Debit Card,0
ORD00713,CUST03097,Bengaluru,Female,20,Tablet,Google Ads,A_Control,0,3140,1,11.91,5.4,3.9,0,UPI,0
ORD00714,CUST02996,Hyderabad,Male,25,Mobile,Organic,B_Variant,0,3078,2,11.43,5.1,4.3,1,UPI,0
ORD00715,CUST02939,Chennai,Male,48,Mobile,Organic,A_Control,0,3065,4,13.94,1.0,3.0,1,COD,0
ORD00716,CUST01493,Delhi,Male,36,Mobile,Email,A_Control,0,2676,6,7.73,3.7,3.1,1,UPI,0
ORD00717,CUST03223,Chennai,Male,23,Mobile,Email,B_Variant,1,1371,2,8.53,2.5,4.1,1,UPI,0
ORD00718,CUST01168,Mumbai,Female,31,Mobile,Social Media,A_Control,0,3360,4,8.96,6.9,3.4,0,Credit Card,0
ORD00719,CUST02617,Mumbai,Male,20,Tablet,Google Ads,B_Variant,0,3363,3,7.82,1.6,3.6,1,Net Banking,0
ORD00720,CUST01063,Mumbai,Male,18,Mobile,Referral,B_Variant,1,3221,3,9.63,3.7,3.5,0,Debit Card,0
ORD00721,CUST02157,Delhi,Female,47,Mobile,Social Media,B_Variant,0,4697,1,2.87,3.9,3.9,1,Credit Card,0
ORD00722,CUST01066,Bengaluru,Male,36,Mobile,Referral,B_Variant,0,3158,1,8.61,2.8,4.7,1,Debit Card,0
ORD00723,CUST01210,Bengaluru,Male,36,Mobile,Social Media,B_Variant,0,2760,1,3.87,4.5,4.7,1,Net Banking,0
ORD00724,CUST02983,Hyderabad,Female,26,Mobile,Email,B_Variant,0,3086,6,5.11,4.2,3.6,1,UPI,0
ORD00725,CUST02446,Bengaluru,Male,24,Mobile,Email,A_Control,0,3377,1,10.2,4.5,4.2,1,UPI,0
ORD00726,CUST03295,Bengaluru,Male,54,Mobile,Organic,A_Control,0,3997,3,7.4,5.1,4.7,0,UPI,0
ORD00727,CUST00634,Mumbai,Male,58,Mobile,Referral,B_Variant,0,3352,6,10.09,4.7,3.8,0,UPI,0
ORD00728,CUST01157,Mumbai,Male,24,Mobile,Google Ads,B_Variant,0,1358,4,7.34,4.9,3.6,0,UPI,0
ORD00729,CUST03235,Bengaluru,Female,26,Mobile,Email,A_Control,0,2996,3,11.32,6.0,3.9,1,Debit Card,0
ORD00730,CUST01239,Delhi,Female,21,Mobile,Referral,A_Control,0,3309,2,7.28,1.8,3.4,1,Net Banking,0
ORD00731,CUST00733,Chennai,Female,42,Tablet,Organic,A_Control,0,3270,3,2.14,5.3,3.7,0,Debit Card,0
ORD00732,CUST00235,Mumbai,Male,29,Mobile,Social Media,B_Variant,0,3654,3,8.68,2.7,4.1,1,UPI,0
ORD00733,CUST02706,Mumbai,Male,23,Desktop,Social Media,A_Control,1,3132,4,9.03,3.3,4.0,0,Debit Card,0
ORD00734,CUST00751,Delhi,Female,35,Mobile,Email,B_Variant,1,3767,3,3.64,4.5,3.3,1,Credit Card,0
ORD00735,CUST02636,Mumbai,Female,57,Mobile,Email,B_Variant,0,4534,3,5.35,4.9,3.5,0,Net Banking,0
ORD00736,CUST03081,Mumbai,Male,38,Mobile,Social Media,B_Variant,0,3312,7,4.98,5.1,4.5,0,COD,0
ORD00737,CUST03146,Chennai,Male,32,Mobile,Email,A_Control,0,2566,5,6.36,2.9,3.9,1,Debit Card,0
ORD00738,CUST00954,Mumbai,Male,20,Mobile,Organic,B_Variant,0,1105,3,4.87,6.7,3.8,0,Credit Card,0
ORD00739,CUST02540,Bengaluru,Male,19,Mobile,Google Ads,B_Variant,0,2731,3,3.78,3.7,4.3,0,Credit Card,0
ORD00740,CUST02961,Delhi,Male,58,Desktop,Organic,A_Control,0,3232,4,13.65,3.2,4.5,0,Net Banking,0
ORD00741,CUST03325,Mumbai,Male,57,Desktop,Social Media,A_Control,0,3710,5,11.53,2.4,4.1,0,UPI,0
ORD00742,CUST03302,Delhi,Female,21,Mobile,Google Ads,B_Variant,0,2417,2,1.31,2.2,3.8,0,UPI,0
ORD00743,CUST01543,Chennai,Female,49,Mobile,Social Media,B_Variant,0,3838,4,6.92,2.2,4.6,1,UPI,0
ORD00744,CUST01198,Delhi,Male,19,Desktop,Organic,A_Control,0,2096,1,8.31,4.8,4.4,0,Debit Card,1
ORD00745,CUST01677,Chennai,Male,46,Desktop,Email,A_Control,0,3561,2,10.09,5.2,3.3,0,UPI,0
ORD00746,CUST01192,Mumbai,Female,19,Mobile,Google Ads,A_Control,0,2548,6,10.13,3.0,4.7,1,UPI,1
ORD00747,CUST02218,Chennai,Male,51,Desktop,Social Media,B_Variant,0,2663,2,17.2,2.6,3.6,1,UPI,0
ORD00748,CUST01417,Mumbai,Female,44,Mobile,Social Media,B_Variant,0,3342,1,4.54,4.0,3.5,1,Credit Card,0
ORD00749,CUST02994,Chennai,Male,56,Mobile,Referral,A_Control,0,2852,1,9.34,4.4,4.5,1,Credit Card,0
